編號,來源,漢字
1544,疊字詞,你賣的物件零零星星，攏袂齊全。
1545,疊字詞,恁兩个佇遐窸窸窣窣是咧講啥？
1546,疊字詞,聲聲句句攏是欺騙我。
1547,疊字詞,你對這个人扶扶挺挺是有啥用意？
1548,疊字詞,代誌做袂好，tshūn伊按呢散形散形。
1549,疊字詞,交代伊做代誌，散仙散仙，辦袂好。
1550,疊字詞,伊辦代誌脫線脫線，攏做袂好。
1551,疊字詞,這个人儑面儑面，閣數想欲共我拐。
1552,疊字詞,彼的人khiàn-thian-khiàn-thian，想欲領獎金。
1553,疊字詞,這个tsa̋u人生了瘦抽瘦抽，敢會生？
1554,疊字詞,伊瘦搐搐，若無咧食飯。
1555,疊字詞,阿宏人老實老實。
1556,疊字詞,阿莉講話彎彎曲曲。
1557,疊字詞,阿志人客氣客氣。
1558,疊字詞,阿志人客客氣氣。
1559,疊字詞,伊做人敧敧曲曲，無a-sá-lih。
1560,疊字詞,聽講伊做代誌鬼鬼怪怪，予人捎無摠。
1561,疊字詞,祿仔兄愛媠 ，逐日都穿甲pha-lí-phá-lih。
1562,疊字詞,阿玲人客氣客氣。
1563,疊字詞,俊的狡怪狡怪。
1564,疊字詞,阿媽粗魯粗魯。
1565,疊字詞,為著公司逐日拚甲無暝無日有啥路用，𪜶曷袂分紅。
1566,疊字詞,咱兜火燒厝矣，你閣無要無緊！
1567,疊字詞,這箍戇大呆乎，無代無誌走去佮人冤家，毋才予人拍甲這款形。
1568,疊字詞,久久仔食一擺外口，阿爸的心情看起來真心適。
1569,疊字詞,伊聽了笑笑仔無講話就做伊走矣。
1570,疊字詞,你共我恬恬。
1571,疊字詞,調血兼補血，血路調甲順順順，予你媠噹噹，精氣神飽足！
1572,疊字詞,欲放放無，毋放緊緊。
1573,疊字詞,平平愛啉參茸藥酒，就愛啉百仙參茸藥酒。
1574,散的,你做你走。
1575,散的,請親愛的你莫做你行。
1576,散的,我聽你咧臭彈。
1577,散的,我較想嘛是厝內的狗仔。
1578,散的,厝邊隔壁無熟似。
1579,散的,行過來行過去。
1580,散的,人客入來坐ōo！
1581,散的,雞湯面頂有一沿油，愛啉愛先用𣁳仔掰開。
1582,散的,伊足𠢕佮人交陪。
1583,散的,𪜶的交陪誠深。
1584,散的,咱兩人交陪有lua̋深咧。
1585,散的,蘇先生咧交陪的台灣人應該嘛攏是學者。
1586,散的,人佮人交際也好，盤撋做生理也好，若講話會合就會當你兄我弟。
1587,散的,伊知影，換準欲教𪜶智識佮道理，頭先定著愛佮𪜶跋感情。
1588,散的,阿勇仔坐啥物車去上班？
1589,散的,阿君仔是坐啥物車來？哪會到這陣猶未到。
1590,散的,電視講這禮拜的天氣啥款？出門敢需要注意啥物？
1591,散的,請問國仔是按怎看起來無精神？昨暗睏無飽是毋？抑是昨暗耍規暝？
1592,散的,足濟人咧臆阿六仔會佇啥物時陣倒擔。
1593,散的,爸仔囝頭一擺煮飯欲共母仔做生日，看起來真豐沛，想袂到「飯好，菜無好」。
1594,散的,歹勢，猶未決定欲點啥。
1595,散的,拄才的代誌，我較歹勢，請閣予我一擺機會。
1596,散的,你來我遮毋免客氣，盡量食無要緊。
1597,散的,豬仔飼到半年就會刣掉。
1598,散的,免考慮遐濟，毋管按怎去做就著矣。
1599,散的,遮有一塊桌仔，頂懸有一本冊。
1600,散的,我會來。
1601,散的,我袂來。
1602,散的,你來聽啥人咧唱歌。
1603,散的,阿婆佮𪜶新婦無蹛做伙。
1604,散的,二伯的症頭那來那像失智的款，緊叫𪜶囝𤆬去予醫生看。
1605,散的,師娘竟然毋知阿吉仔是啥人。
1606,散的,江小姐佮阿婆無仝人，你毋好認毋著去。
1607,散的,查埔的大部分攏走去都市食頭路。
1608,散的,戶口佇山區的查某人比佇庄跤的較濟。
1609,散的,是戶口佇庄跤的查某人比查埔人較濟，抑是講戶口佇山區的查埔人比查某人較濟？
1610,散的,虱目仔佇早前是啥物款人咧食的？
1611,散的,虱目仔除了厚刺以外，閣有啥物特色？
1612,散的,飼虱目仔上頭先愛注意啥？
1613,散的,虱目仔的魚鱗有兩百外片，肉質鮮甜，尻脊骿食著粗絲。
1614,散的,老師的講法佮朋友的講法，佗一个是著的？
1615,散的,想看覓、講看覓，馬仔佮羊仔差佇佗？
1616,散的,紅蟳是蟳仔的一種。真歹，無好掠。
1617,散的,這兩種蝦仔的體型大細差不多。
1618,散的,這隻蠓仔真𠢕覕，予人揣無。
1619,散的,這篇演說的標題號做啥物上適當？
1620,散的,澳洲的樹林是按怎會火燒山？
1621,散的,無你認為應該愛用啥物方法來牽成𪜶兩个？
1622,散的,這兩个換帖的感情真好，連車嘛仝色水。
1623,散的,阿爸阿爸，頭拄仔阿公講「食屎」是啥物意思？
1624,散的,哼，這擺講話遮爾聳，你的橐袋仔內一定是pha-lí-phá-lih。
1625,散的,阿寶人面闊，應酬真濟，定定予𪜶某嫌開銷傷重。
1626,散的,雞災已經對香港湠甲規亞洲，逐家著愛注意。
1627,散的,我時間哪有遐冗剩，佇遮聽恁咧講遐的五四三的。
1628,散的,為啥物袂當按呢？
1629,散的,有可能過幾冬後，囡仔就袂認得Hue-lian到底生啥款？
1630,散的,自細漢到大漢，你用的、食的，佗一个毋是我買予你的？
1631,散的,佗一條路是著的？
1632,散的,遮的貓仔真愛佮人鬥陣。
1633,散的,阿公講來臺灣的鳥仔有少數會留落來。
1634,散的,等囡仔若滿月，阮希望來遮訂餅送人。
1635,散的,古早人感覺生查埔較贏生查某。
1636,散的,七工內請佇意見調查表共你認為應當愛改進的所在寫落來。
1637,散的,我無閒了就隨過去。
1638,散的,揣同學去彼間店食飯，雖然袂歹食，毋過規个環境無啥衛生，便所嘛垃圾垃圾款。
1639,散的,你敢有認同彼位記者的報導方式？
1640,散的,你敢猶閣有其他的方法來阻擋修法？
1641,散的,毋管啥物情形，對人權的干涉愈少愈好。
1642,散的,師兄講啥物凡事攏愛先請示菩薩、逐工唸經消災解厄，我才無咧信彼套。
1643,散的,這篇文章上主要是咧說明啥物？
1644,散的,準若官員佮民間學者對環評的意見無仝，照理講學者的意見較重要。
1645,散的,阿爸禮拜𤆬小弟去peh山，佇山跤看著一尾蛇，害伊驚甲這馬猶咇咇掣。
1646,散的,人客咱內底先坐一下。
1647,散的,人客欲點啥？食飽才算就好。
1648,散的,人客欲點啥？食飽才算就好。
1649,散的,阿弟仔明仔載會到遐。
1650,散的,阿生今仔日有去公司。
1651,散的,親家今仔日會來遮？
1652,散的,氣象報告有講後禮拜二會透風，出門上班毋通袂記得疊一領厚的。
1653,散的,台北到高雄愛偌久？應該免偌久乎？
1654,散的,客廳大門向啥物方向？
1655,散的,你是對佗位得著這隻尪仔的？
1656,散的,佇台灣食割包有當時仔會配啥物做伙食？
1657,散的,台灣人愛食割包，是因為食割包象徵啥物意涵？
1658,散的,佗一項講法是正確的？
1659,散的,佗一款洗頭水上天然？來買兩罐仔轉去試看覓仔。
1660,散的,佗一款洗頭水上天然？來買兩罐轉去試看覓。
1661,散的,眼前有真濟爸母、阿公阿媽攏綴囡仔講華語，無欲講家己的母語。
1662,散的,彼位朱阿姨捌你。你敢捌伊？
1663,散的,文化上猶有真重大的意義。
1664,散的,你無閒煞未？
1665,散的,無閒，等一下才講。
1666,散的,你一定愛較振作咧！
1667,散的,"昨暗地動,真恐怖!"
1668,散的,各人食各人的。
1669,散的,每一杯攏有下毒。
1670,散的,逐粒攏媠。
1671,散的,彼隻真歹。
1672,散的,仝款，免相搶。
1673,散的,好的慣勢愛維持。
1674,散的,媠的物件逐家攏愛看。
1675,散的,好的飯是天公伯仔賜予咱的。
1676,散的,氣一下袂講話。
1677,散的,我共伊解說彼項代誌。
1678,散的,我共解說彼項代誌。
1679,散的,我向伊說明彼件代誌。
1680,散的,我開破彼件代誌予伊知。
1681,散的,我予伊一本冊。
1682,散的,我彼本冊予你。
1683,散的,伊無來予我真煩惱。
1684,散的,我提批予你看。
1685,散的,阿公講古予孫仔聽。
1686,散的,你著食飽。
1687,散的,你著愛食予飽。
1688,散的,你著愛睏睏予飽。
1689,散的,你著共飯食了。
1690,散的,你著共飯食予了。
1691,散的,你愛寫予緊。
1692,散的,免寫遮緊。
1693,散的,毋免磨遐平。
1694,散的,你是欲共嫂仔拍予死才甘願是毋？毋好閣拍矣啦。
1695,散的,阿爸莫拍矣，後擺毋敢矣。
1696,散的,是啥人叫你偷提三嬸的錢？
1697,散的,我欲拍予你袂行路。
1698,散的,我欲拍予你袂行得。
1699,散的,人咧想辦法共門拍開。
1700,散的,伊人咧無閒摃破彼塊玻璃。
1701,散的,這較好。
1702,散的,今仔日厝內有人客。
1703,散的,今仔日厝內無人客。
1704,散的,這有媠。
1705,散的,隨反應過來，有巧。
1706,散的,真正是人媠閣巧。
1707,散的,我有歡喜。
1708,散的,無歡喜。
1709,散的,伊舊年有蹛佇遮。
1710,散的,壁頂有掛兩幅圖。
1711,散的,最近過了按怎？這馬身體有較好無？
1712,散的,有，最近身體有較爽快。
1713,散的,按怎，阮查某囝有𠢕無？
1714,散的,有，真𠢕真𠢕。
1715,散的,伊無佇厝。
1716,散的,伊無修理。
1717,散的,害ā，遮晏矣攏無看著伊的人。
1718,散的,我朋友無幾个。
1719,散的,趁in翁這幾工無佇伊身軀邊，我小共關心一下。
1720,散的,人無爽快就予附近的醫生小影一下。
1721,散的,人無愛啦。
1722,散的,阿俊仔已經無愛人ā。
1723,散的,阿達仔已經無愛人矣。
1724,散的,伊也想欲教人讀冊？
1725,散的,你也無講。
1726,散的,這也愛，彼也愛。
1727,散的,管待人喙鬚欲留踮佗一爿。
1728,散的,管好家己的代誌就好，咱無才調管別人的閒仔代。
1729,散的,按呢我無緊來傱一台仔電視袂使。
1730,散的,後擺我會準時。
1731,散的,我會乖。
1732,散的,我會到。
1733,散的,我袂到。
1734,散的,我會來。
1735,散的,我袂來。
1736,散的,你來聽看啥人咧哀爸叫母。
1737,散的,可能無法度準時，失禮。
1738,散的,你予騙四十箍去。
1739,散的,食到老才知死。
1740,散的,讀冊專心做會到，唱歌、運動逐項𠢕。
1741,散的,工夫到厝，欲食就有。
1742,散的,彼毋是我。
1743,散的,彼就是我。
1744,散的,彼就是我。
1745,散的,教材設計了䆀顛倒僫教、歹學。
1746,散的,軁袂過。
1747,散的,我物件做袂好勢。
1748,散的,我物件做欲好勢的時著先共你講一聲。
1749,散的,我等足久呢！
1750,散的,批伊寫過矣。
1751,散的,阿珊仔爸罵過矣。
1752,散的,為著你伊食遮濟苦。
1753,散的,這條路我誠熟。
1754,散的,電影我是誠有興趣，但是恐怖片我就無啥興趣矣。
1755,散的,音樂伊上愛。
1756,散的,伊對這个社會蓋關心。
1757,散的,對這个社會伊蓋關心。
1758,散的,這个社會伊蓋關心。
1759,散的,你欲講啥我攏知影。
1760,散的,你的意思我了解。
1761,散的,我已經舞清楚這件代誌矣，多謝你來阮兜共我通知。
1762,散的,伊的消息我已經清楚矣，多謝你專工替伊走一逝。
1763,散的,媽若知我就害。
1764,散的,四條椅仔六个人坐。
1765,散的,西洋的鬼仔節逐家同齊過。
1766,散的,阿勇仔呵咾我跤手猛。
1767,散的,下課了後老師叫我去辦公室。
1768,散的,兩三年前台北猶無遮濟人。
1769,散的,袂使！袂使！
1770,散的,來去！
1771,散的,洗予清氣！
1772,散的,氣予伊死！
1773,散的,共我擋咧！
1774,散的,共我聽喙！
1775,重錄_420,你錢著愛袋予好，毋通予人剪去。
1776,重錄_420,你錢著愛袋予好，毋通予剪綹仔剪去。
1777,補句_323,Peh起去看覓。
1778,補句_323,Peh起去。
1779,補句_323,Peh袂起去。
1780,補句_323,我欲拍你予袂行。
1781,補句_323,我欲拍予你袂堪得。
1782,補句_323,這條路直直直。
1783,罕音_上半,伊想欲偝阿媽去予醫生看。
1784,罕音_上半,有的人annh這个家庭無法度生活矣乎，繳袂起學費矣乎，啊結果政府你開遐爾濟錢。
1785,罕音_上半,狗仔àunn-àunn叫。
1786,罕音_上半,利頭攏予控制通路的菜蟲貿貿去。
1787,罕音_上半,咱拍拚作穡，好空煞𪜶咧卯？
1788,罕音_上半,阿扁仔hông拘押，主要是防止串供佮湮滅證據。
1789,罕音_上半,阿扁仔hông拘押，主要是防止串供佮湮滅證據。
1790,罕音_上半,趙光明做財神菩薩，林默仔姊做天上聖母。
1791,罕音_上半,這也是審判司應該辦的罪，因為我按呢是背謬佇頂面的上帝。
1792,罕音_上半,跋餅著準備，代先唱規矩。眾人聽分明，事後莫înn纏。
1793,罕音_上半,我講buaih就buaih啦。
1794,罕音_上半,我一屑仔都bua̋i相信遮的出題委員的操守。
1795,罕音_上半,毋甘某著癌受折磨，翁𤆬某跳海行短路。
1796,罕音_上半,查某囡仔想欲捾水沃花。
1797,罕音_上半,一雙襪仔。
1798,罕音_上半,伊講欲。
1799,罕音_上半,我的目睭猶沙微沙微，未洗面就趕緊去拜訪。
1800,罕音_上半,咱遮爾靠俗，毋才直接叫你ennh，今莫受氣啦。
1801,罕音_上半,聽你咧講bàng-gah話。
1802,罕音_上半,阿姑佮姑丈看一下愣愣。
1803,罕音_上半,Gat-lá油閣叫做番仔油，是較早散凶人暝時點火照光的油料。
1804,罕音_上半,一支闊喙的玻璃藥水罐仔，罐喙橐一kâi會當穿棉紗帶的燈芯座，gat-lá油添滇，就會使得點火炤光。
1805,罕音_上半,講一句無輸贏的，惡妻孽子無可治。
1806,罕音_上半,Gih磚仔師傅是𠢕，下面彼个小工才是厲害。一塊磚、一𣁳紅毛塗，攏送準準。
1807,罕音_上半,和序細講咱家己的話都會礙虐。
1808,罕音_上半,廟寺佮信仰有箍倚社區的功能。
1809,罕音_上半,每桌攏有十路菜色，包含出名的虱目魚五柳居、炊粉蟯蒜頭、煠白醋蝦仔等等。
1810,罕音_上半,看起來情況岌岌可危。
1811,罕音_上半,柳丁酸giuh-giuh。
1812,罕音_上半,好心的鱷魚先生！你是佇世間第一好心的鱷魚。
1813,罕音_上半,下晡去大湖挽i-tsí-gooh，欲暗仔去泰安洗溫泉，連遊覽車錢算在內，極加才九百箍niâ，真正是有食閣有掠！
1814,罕音_上半,下晡去大湖挽i-tshí-gooh，欲暗仔去泰安洗溫泉，連遊覽車錢算在內，極加才九百箍niâ，真正是有食閣有掠！
1815,罕音_上半,員外隨時轉面色：「我無佮你咧唱曲，話講出喙就是話。」
1816,罕音_上半,伊只是怨嘆宋的愛gut醋閣喙袂甜，雖然愛伊，毋過是共伊當做查某囝按呢疼惜。
1817,罕音_上半,你彼芋仔應當是綿綿鬆鬆，哪會食著澩澩？
1818,罕音_上半,彼个阿兄蓋好跋筊。
1819,罕音_上半,路lìn無細膩去踢著石仔，伊的跤指甲隨藃起來。
1820,罕音_上半,講話著正經，毋通hih-hih笑。
1821,罕音_上半,猶有濟濟小細的教會佇這个問題咧hinnh-hinnh呻。
1822,罕音_上半,Hainnh，囡仔人有耳無喙，毋好烏白問。
1823,罕音_上半,這款藥仔主要用佇治羊眩。
1824,罕音_上半,川旭坐位七十九年。
1825,罕音_上半,我共伊講 :「你是看著魔神仔hiooh？」
1826,罕音_上半,這領衫薄hiuh-hiuh。
1827,罕音_上半,若喘氣會hiu̍nnh，當然是痚呴。
1828,罕音_上半,噷噷食三碗公半。
1829,罕音_上半,俗語講媒人喙，糊瘰瘰。
1830,罕音_上半,俗語講媒人喙，糊瘰瘰。
1831,罕音_上半,牌仔進前𫞼佇鶴岡口路邊，因為迴轉道工程猶佇咧施工，予人徙一邊。
1832,罕音_上半,伊用最後的氣力欲來倒欱。
1833,罕音_上半,跤步嘛綴咧重huainnh-huainnh。
1834,罕音_上半,鼻異鄉的酸楚，心掠坦橫放予粗，總會有彼工，將你抱入我的夢。
1835,罕音_上半,你手䘼勒起來，順紲共你磅血壓。
1836,罕音_上半,若是走江湖的掛咧，就是通鼓。若是乞食掛咧，就是唪鼓。這是「仝款無仝師傅」，絕對毋通拂毋著去。
1837,罕音_上半,昨日前往臺灣文史之父葉石濤的靈堂跪拜。
1838,罕音_上半,這个囡仔真古錐一直喓喓叫。
1839,罕音_上半,毋但是咱現代台語人僫讀，連提來改的編者嘛花花，這種用字法傷過ih-uat，實在不可取。
1840,罕音_上半,喙內咧i̍nnh-i̍nnh哼哼呻。
1841,罕音_上半,林長老出來，逐家揖禮，就分賓主坐落。
1842,罕音_上半,接咧是感染的年歲，美國的感染者攏以少年人佔多數。
1843,罕音_上半,我凊彩掀，對看一廿字。望欲有當看著舊版失察覺，新版知影通改正的所在。
1844,罕音_上半,開始佮死神走相逐。
1845,罕音_上半,嫂仔仍然逐日寫拄好的聖經句，共囥佇翁婿欲紮的揹仔內。
1846,罕音_上半,有一日𪜶兜拍毋見驢，𪜶老爸叫伊去揣，無拍算佇路中拄著Sat-bó-jínn。
1847,罕音_上半,名車的防賊系統敢講遮爾弱毋？
1848,罕音_上半,搵醬是簡單的白醋加蒜茸。
1849,罕音_上半,竟然使用柔道、擒拿術共這位檳榔西施過肩摔。
1850,罕音_上半,今仔日的工課，是欲共金寶螺的卵挼予死。
1851,罕音_上半,今仔日的工課，是欲共金寶螺的卵挼予死。
1852,罕音_上半,Jà-juh的根是佇非洲。這个音樂的節奏佮伊的精神就是早期奴隸保留落來的傳統。
1853,罕音_上半,總是我有聽見走到巷仔頭的時有喈一聲。
1854,罕音_上半,心梗窒咧發作的時，有一半會引起心律不整無張持死。
1855,罕音_上半,抑無我khaih有通煮飯呢？
1856,罕音_上半,對伊的頭殼敱落去。
1857,罕音_上半,那食那看阿公𣁳一𣁳麵粉糊，現煎做麵皮。
1858,罕音_上半,人古錐毋過蓋皮，又閣愛kha̍uh-kha̍uh唸。
1859,罕音_上半,鹹餅食甲kha̍unnh-kha̍unnh叫。
1860,罕音_上半,伊喀規半晡攏喀無痰。
1861,罕音_上半,雲林縣古坑鄉圓環邊仔，就有一間三十年薑母鴨老店。
1862,罕音_上半,安檢空隙，假釋犯刜傷觀護人。
1863,罕音_上半,內行人呵咾有形威，外行的講我惡確確。
1864,罕音_上半,我毋是勥跤查某，我干焦是一个戇查某人。
1865,罕音_上半,「老母無嫌囝㾀勢」，老母無咧嫌囝歹看的啦！
1866,罕音_上半,中橫公路沿路坎坎坷坷，路草險惡往往行咧停咧。
1867,罕音_上半,伊的身軀硬khiauh-khiauh。
1868,罕音_上半,嫌犯毋捌貨，共六十萬箍的小提琴俗賣。
1869,罕音_上半,你看梅子喔遮𠢕拑家，這馬靜惠遮捌代誌，我對陳家有交代矣啦。
1870,罕音_上半,良藥苦口治病症。
1871,罕音_上半,春枝滿腹的哀怨，khiu̍h-khiu̍h顫出聲來：「若莫予阮母仔強𤆬轉去，我猶會帶戲班，我做小旦，真𠢕唱哭調仔呢。」
1872,罕音_上半,後來廖瓊枝靠獨特的「苦旦哭腔」，佇歌仔戲沓沓仔拍響名號。
1873,罕音_上半,外口是tsiâ咧吭吭吼？
1874,罕音_上半,可憐母囝kho̍h-kho̍h等，春去秋盡不知寒。
1875,罕音_上半,人若佇伊的面頭前咧講，較早「外省仔」按怎拄按怎可惡，隨想著阮阿公嘛是「外省仔」就恬去矣。
1876,罕音_上半,拍鐵店頭家欲娶新婦真歡喜，拜託人寫門聯。伊講，共我寫「若無恁爸早時的khi̍h-kho̍k-khia̍k，哪有今仔日的la̍k-ta̍k-khua̍innh。」
1877,罕音_上半,職缺百外个，倚兩千人搶工課。
1878,罕音_上半,木雕轉型創新，柴屐出頭天。
1879,罕音_上半,毋過規粒星予國王彼領俏kiak-kiak的貂皮禮服崁了了。
1880,罕音_上半,拜拜毋免煩惱香煙薰kiāng-kiāng。
1881,罕音_上半,這箍查某囡仔有影誠niauh-kiauh，用傱的。
1882,罕音_上半,若已經無大灶的人家，就臨時用磚仔砌一口大烘爐，囥一坩大鼎仝款佇咧煮。
1883,罕音_上半,鼾甲ki̍nnh-ko̍nnh叫。
1884,罕音_上半,龍眼柴熬烏糖膏，芳ki̍t-ki̍t金黃色水，濆出圓形的波。
1885,罕音_上半,食著酸kiuh-kiuh。
1886,罕音_上半,薑母鴨用的是紅面番鴨。
1887,罕音_上半,佇活動中心鼾鼾睏，常常鼾彼款牛咧睏的聲。
1888,罕音_上半,過Thài-lóo-kooh了後開始是平地。
1889,罕音_上半,上尾一齣拄著風颱，風透甲戲棚ki̍nnh-kua̍innh叫，雨愈落愈大，我想欲搝阿公來轉，伊毋走，一直看甲煞才甘願。
1890,罕音_上半,斟一大碗，做三、四喙kua̍k落去。
1891,罕音_上半,大膽賊仔胳胴跤鋏螢幕，冗冗離開網咖。
1892,罕音_上半,家私頭仔佇喙空一直抐、一直刮，總是毋敢出聲，連醫生問講「會疼袂？」仝款恬恬毋出聲。
1893,罕音_上半,電梯門關倚來。
1894,罕音_上半,石滑滑不時交落。
1895,罕音_上半,一時聽見佇地下室親像有人拖鐵鍊咧行，佇酒桶頂lia̍k-lia̍k叫。
1896,罕音_上半,我毋是刁工欲惹阿母受氣。
1897,罕音_上半,到遮，天欲絕我的性命liauh。
1898,罕音_上半,目色鈍閣略仔挩窗liooh。
1899,罕音_上半,對食的雞肉、魚肉、米，到用的衛生紙、尿苴仔、衫褲，毋管是二手的抑是全新的，價數真俗。
1900,罕音_上半,伊liu̍h-liu̍h-á越頭看我。
1901,罕音_上半,小人魚這馬到樹林內lòm塗的所在，遐的中央有一棟厝，彼是用反船淹死的人骨頭所起的。
1902,罕音_上半,定定lop落去田底。
1903,罕音_上半,算講這「揀頭對」是一種優勝劣敗的競爭。
1904,罕音_上半,生態環境破壞甲糜糜卯卯。
1905,罕音_上半,利用伊的歌聲佮絃仔美妙的旋律，共平安和幸福傳達出去。
1906,罕音_上半,利用伊的歌聲佮絃仔美妙的旋律，共平安和幸福傳達出去。
1907,罕音_上半,物件捾予好ōo！
1908,罕音_上半,因為彼个青年自細捌染著腦膜炎，真危險閣好起來，身體無勇。
1909,罕音_上半,雙跤踏著水池下跤路糊糜。
1910,罕音_上半,尻川鬥爍爁。
1911,罕音_上半,袂堪得按呢激氣，老師的手垂落來，胸坎浮咧naih咧。
1912,罕音_上半,遮的騙家己騙過手，閣嘛會喃一聲「無用台語講就是袂鬥搭」，使恁鬼咧。
1913,罕音_上半,我有寡無爽快佮礙虐。
1914,罕音_上半,欲嫁著趁鮮，十八到二二歲最當時。毋免傷𠢕揀，豬仔過槽芳，到時袂落nga̍uh你就知代。
1915,罕音_上半,漚梨仔假蘋果，樹薯假做蓮藕粉販賣。
1916,罕音_上半,動物保護法規定禁止使用掠獸夾。
1917,罕音_上半,順仔inn-inn-n̍gh-n̍gh講袂出喙。
1918,罕音_上半,聽著老師一開喙攏是台語，甚至點𪜶的名嘛用台語，大部份學生攏感覺真楞ngia̍h。
1919,罕音_上半,對卿雲廟迎請李府王爺，前往鹽埕起頭鼓。
1920,罕音_上半,疫情蟯蟯動，門診佮急診的新流感的病人加較濟。
1921,罕音_上半,Ngi̍h-bu̍h-ngi̍h-ngia̍uh聽攏無。
1922,罕音_上半,本成是規片田園，這馬煞平平平，黃ngiuh-ngiuh，全予漉糊糜仔坉起來。
1923,罕音_上半,綴著音樂扭腰顯尻川心適笑詼。
1924,罕音_上半,伊的卵親像豆莢，一莢定著三十五粒。
1925,罕音_上半,雄雄有一个人共伊搖精神，伊目睭niah金，看著一个面腔足䆀的查埔人誠大聲共喝。
1926,罕音_上半,每一隻攏對水雞空濆出來唱歌，連予人掠貯佇水雞籃仔內嘛咧op、op、op。
1927,罕音_上半,後擺看會使趁寡錢無？
1928,罕音_上半,耳空邊鑿耳的喇叭聲pann袂煞。
1929,罕音_上半,知名服裝偽造標頭，老主顧恐驚做了咧欲八年的宋盼。
1930,罕音_上半,紲落降下金珠仔大細的冰雹。
1931,罕音_上半,若按呢，就無彩一切的苦心，紲變做水沫。
1932,罕音_上半,山路才行無偌久爾爾，張大姊就喘phe̍nnh-phe̍nnh。
1933,罕音_上半,新竹市一位五歲的查埔囡仔，因為胃腸炎擗出大腸拍空，經過緊急的手術才過面。
1934,罕音_上半,因為伊的身軀傷過大龐，動作又閣傷過飯桶，致使伊的跤一擺閣一擺對鵝母的尻脊骿頂懸趨落來。
1935,罕音_上半,下晡短短的兩點鐘水就淹起來，囡仔受困佇二樓無通食無通啉，家長驚甲咇咇掣。
1936,罕音_上半,總是我的大兄踮阮的身邊嘛是phi̍nnh-phi̍nnh喘。
1937,罕音_上半,兩位越南籍匹偶予警方閘車，硬扣去派出所。
1938,罕音_上半,是佇臺九線的小部落，一般車phiu咧就過，這馬閣加開一逝新路免踅入去，閣較袂hông注意著。
1939,罕音_上半,莫按呢無代無誌就共人嗙。
1940,罕音_上半,公車頂食鹹酥雞予人阻擋phǹg-phǹg吼。
1941,罕音_上半,便若借款人無才調伻還，就起細漢的共對方拍做重傷，若無就是落人到店頭潑油漆。
1942,罕音_上半,指導老師用活潑心適的方式，引𤆬學生囡仔學台語的欲望。
1943,罕音_上半,兩个人遐爾好，煞行到尾無倚靠，愛親像雪文沫，情份哪會遮爾薄。
1944,罕音_上半,生理人就用強力的phòng-phuh共水灌入去牛肉內面，非常悽慘殘忍。
1945,罕音_上半,無疑悟，tsua̋n停佇高速公路頂共國光號閘牢咧，猶提刀仔欲刜ùn-tsiàng。
1946,罕音_上半,醫界煏見笑代，醫生交結金光黨，幾若億的保險金予騙了了。
1947,罕音_上半,啊這虎龍豹彪咱毋知，曷敢來往？
1948,罕音_上半,烏頭觳仔是中低海拔的鳥類，臺東的樹林、果子園、公園攏看會著𪜶的影跡。
1949,罕音_上半,嫁人了後，只有攑舂臼槌舂米、提簸箕簸米、掃塗跤、奉待翁姑、養飼囝就夠額矣，捌字無路用。
1950,罕音_上半,才八坪大的小套房，只有簡單的幾項家具。
1951,罕音_上半,看這範勢是走無路ā，伊就pui̍h劍自殺。
1952,罕音_上半,欲創sainnh？
1953,罕音_上半,阿英看伊遐sainn-nai氣，就鬥姑情予𪜶𨑨迌較歡喜咧。
1954,罕音_上半,咱到底咧做啥？
1955,罕音_上半,佛門法師姐弟爭財產起衝突，甚至參垃圾話都講出喙。
1956,罕音_上半,有立委向立場相仝的媒體，洩漏調查內情。
1957,罕音_上半,樹枝si̍nnh-sua̍innh叫。
1958,罕音_上半,這个美的真正去予siòo-tooh去矣！
1959,罕音_上半,牛油是滑遛siuh，搶孤的人就五个人一隊，用人疊人閣縛大索的方式，將一个人沿棚柱托到棚枋下跤。
1960,罕音_上半,囡仔siu̍t一下對序大人的身軀邊過。
1961,罕音_上半,台灣愛文檨仔成功外銷日本，第一批檨仔已經銷往北海道。
1962,罕音_上半,佇十八號親率素還真、妖后、月神等霹靂柴尪仔明星，佇雲林縣虎尾布袋戲館開演。
1963,罕音_上半,借問一下恁便所佇taih？
1964,罕音_上半,看你腹肚thāinn-thāinn，敢有身a？
1965,罕音_上半,因為閃避oo-tóo-bái煞舂著紅毛塗護欄，轎車的車頭塌窩一下真嚴重。
1966,罕音_上半,後壁若無勞委會共牚牢咧，桃竹苗區的就業服務中心敢敢按呢亂舞？
1967,罕音_上半,資方袂當排斥辛勞抑是去允頭路的人講台語。
1968,罕音_上半,恁中國人咧讀聖經的態度真好，那讀那咧頕頭。
1969,罕音_上半,阿炮那共逐个斟酒那講：「烏龍師的，你的祕訣太準咧，以後閣請師的多多指教！」
1970,罕音_上半,佇畜產試驗所服務的郭猛德，研發出三段式的豬牢屎尿處理系統。
1971,罕音_上半,頭家娘恁有偌濟麥通糶？
1972,罕音_上半,自來台語演員無地位，著裝小丑仔，袂少藝名是用歹意思的話來號，像「脫線」就是。
1973,罕音_上半,自來台語演員無地位，著裝小丑仔，袂少藝名是用歹意思的話來號，像「脫線」就是。
1974,罕音_上半,煮食的人共伊買一塊塗魠魚，伊嫌傷tseh-thuah，就捾去還予人。
